09:39:40: PROCESSO: ../xls/penta
09:42:20: 1,525 €
09:42:20: 1,525 €
09:42:20: 1,525 €
09:42:20: 1,525 €
09:42:20: 1,265 €
09:42:20: 1,595 €
09:42:20: 1,645 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 930 €
09:42:20: 1,045 €
09:42:20: 770 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 510 €
09:42:20: 590 €
09:42:20: 390 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 255 €
09:42:20: 300 €
09:42:20: 210 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 640 €
09:42:20: 495 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 640 €
09:42:20: 495 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 640 €
09:42:20: 495 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 605 €
09:42:20: 640 €
09:42:20: 495 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 435 €
09:42:20: 350 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 435 €
09:42:20: 350 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 435 €
09:42:20: 350 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 415 €
09:42:20: 435 €
09:42:20: 350 €
09:42:20: 715 €
09:42:20: 715 €
09:42:20: 715 €
09:42:20: 715 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 790 €
09:42:20: 790 €
09:42:20: 790 €
09:42:20: 790 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 785 €
09:42:20: 785 €
09:42:20: 785 €
09:42:20: 785 €
09:42:20: 14,730 €
09:42:20: 16,515 €
09:42:20: 16,515 €
09:42:20: 19,505 €
09:42:20: 11,535 €
09:42:20: 12,925 €
09:42:20: 12,925 €
09:42:20: 15,395 €
09:42:20: 8,590 €
09:42:20: 9,895 €
09:42:20: 9,895 €
09:42:20: 11,765 €
09:42:20: 6,595 €
09:42:20: 7,690 €
09:42:20: 7,690 €
09:42:20: 9,385 €
09:42:20: 4,840 €
09:42:20: 5,350 €
09:42:20: 5,350 €
09:42:20: 6,470 €
09:42:20: 3,810 €
09:42:20: 4,190 €
09:42:20: 4,190 €
09:42:20: 5,055 €
09:42:20: 4,375 €
09:42:20: 4,770 €
09:42:20: 4,770 €
09:42:20: 5,780 €
09:42:20: 3,415 €
09:42:20: 3,790 €
09:42:20: 3,790 €
09:42:20: 4,610 €
09:42:20: 2,395 €
09:42:20: 2,650 €
09:42:20: 2,650 €
09:42:20: 3,245 €
09:42:20: 1,865 €
09:42:20: 2,065 €
09:42:20: 2,065 €
09:42:20: 2,620 €
09:42:20: 1,530 €
09:42:20: 1,775 €
09:42:20: 1,775 €
09:42:20: 2,180 €
09:42:20: 1,255 €
09:42:20: 1,405 €
09:42:20: 1,405 €
09:42:20: 1,750 €
09:42:20: 2,180 €
09:42:20: 2,180 €
09:42:20: 2,180 €
09:42:20: 2,310 €
09:42:20: 3,080 €
09:42:20: 3,080 €
09:42:20: 3,080 €
09:42:20: 4,950 €
09:42:20: 1,090 €
09:42:20: 635 €
09:42:20: 635 €
09:42:20: 635 €
09:42:20: 635 €
09:42:20: 335 €
09:42:20: 335 €
09:42:20: 335 €
09:42:20: 335 €
09:42:20: 235 €
09:42:20: 235 €
09:42:20: 235 €
09:42:20: 235 €
09:42:20: 1,035 €
09:42:20: 1,035 €
09:42:20: 1,035 €
09:42:20: 505 €
09:42:20: 505 €
09:42:20: 505 €
09:42:20: 1,200 €
09:42:20: 1,200 €
09:42:20: 1,200 €
09:42:20: 985 €
09:42:20: 945 €
09:42:20: 1,535 €
09:42:20: 1,475 €
09:42:20: 3,515 €
09:42:20: 3,295 €
09:42:20: 4,235 €
09:42:20: 4,015 €
09:42:20: 3,285 €
09:42:20: 3,075 €
09:42:20: 2,050 €
09:42:20: 1,920 €
09:42:20: 1,810 €
09:42:20: 1,700 €
09:42:20: 1,645 €
09:42:20: 1,525 €
09:42:20: 1,535 €
09:42:20: 1,425 €
09:42:20: 2,310 €
09:42:20: 2,185 €
09:42:20: 2,230 €
09:42:20: 2,120 €
09:42:20: 2,145 €
09:42:20: 2,045 €
09:42:20: 3,190 €
09:42:20: 2,970 €
09:42:20: 1,425 €
09:42:20: 1,315 €
09:42:20: 435 €
09:42:20: 410 €
09:42:20: 400 €
09:42:20: 380 €
09:42:20: 340 €
09:42:20: 325 €
09:42:20: 3,960 €
09:42:20: 3,740 €
09:42:20: 3,190 €
09:42:20: 2,970 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 895 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 575 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 420 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 370 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 340 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 1,155 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 860 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 640 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 615 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 500 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 845 €
09:42:20: 845 €
09:42:20: 845 €
09:42:20: 845 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 325 €
09:42:20: 325 €
09:42:20: 325 €
09:42:20: 325 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 900 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 545 €
09:42:20: 2,195 €
09:42:20: 2,195 €
09:42:20: 2,195 €
09:42:20: 2,195 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 995 €
09:42:20: 860 €
09:42:20: 1,705 €
09:42:20: 270 €
09:42:20: 270 €
09:42:20: 270 €
09:42:20: 270 €
09:42:20: 270 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 360 €
09:42:20: 765 €
09:42:20: 765 €
09:42:20: 1,045 €
09:42:20: 1,045 €
09:42:20: 215 €
09:42:20: 215 €
09:42:20: 215 €
09:42:20: 210 €
09:42:20: 210 €
09:42:20: 210 €
09:42:20: 205 €
09:42:20: 205 €
09:42:20: 205 €
09:42:20: 470 €
09:42:20: 470 €
09:42:20: 470 €
09:42:20: 600 €
09:42:20: 600 €
09:42:20: 600 €
09:42:20: 450 €
09:42:20: 450 €
09:42:20: 450 €
09:42:20: 565 €
09:42:20: 565 €
09:42:20: 565 €
09:42:20: 395 €
09:42:20: 395 €
09:42:20: 395 €
09:42:20: 505 €
09:42:20: 505 €
09:42:20: 505 €
09:42:20: 1,535 €
09:42:20: 1,095 €
09:42:20: 1,095 €
09:42:20: 985 €
09:42:20: 765 €
09:42:20: 765 €
09:43:00: PROCESSO: ../xls/penta
09:43:01: 370
09:43:01: 375
09:43:01: 590
09:43:01: 595
09:43:01: 910
09:43:01: 920
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 870
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 1,355
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 670
09:43:01: 670
09:43:01: 670
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 670
09:43:01: 670
09:43:01: 670
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 1,205
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 1,010
09:43:01: 390
09:43:01: 320
09:43:01: 320
09:43:01: 390
09:43:01: 320
09:43:01: 320
09:43:01: 1,380
09:43:01: 1,380
09:43:01: 695
09:43:01: 695
09:43:01: 815
09:43:01: 815
09:43:01: 540
09:43:01: 540
09:43:01: 655
09:43:01: 655
09:43:01: 400
09:43:01: 400
09:43:01: 475
09:43:01: 475
09:43:01: 875
09:43:01: 875
09:43:01: 985
09:43:01: 985
09:43:01: 955
09:43:01: 955
09:43:01: 1,050
09:43:01: 545
09:43:01: 545
09:43:01: 680
09:43:01: 680
09:43:01: 460
09:43:01: 460
09:43:01: 590
09:43:01: 590
09:43:01: 365
09:43:01: 365
09:43:01: 435
09:43:01: 435
09:43:01: 435
09:43:01: 435
09:43:01: 515
09:43:01: 515
09:43:01: 325
09:43:01: 325
09:43:01: 395
09:43:01: 395
09:43:01: 485
09:43:01: 485
09:43:01: 485
09:43:01: 485
09:43:01: 485
09:43:01: 485
09:43:01: 325
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 270
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 395
09:43:01: 600
09:43:01: 600
09:43:01: 600
09:43:01: 600
09:43:01: 600
09:43:01: 600
09:43:01: 430
09:43:01: 525
09:43:01: 555
09:43:01: 525
09:43:01: 555
09:43:01: 435
09:43:01: 460
09:43:01: 435
09:43:01: 460
09:43:01: 875
09:43:01: 875
09:43:01: 875
09:43:01: 1,025
09:43:01: 1,025
09:43:01: 1,025
09:43:01: 875
09:43:01: 875
09:43:01: 875
09:43:01: 1,025
09:43:01: 1,025
09:43:01: 1,025
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 1,815
09:43:01: 1,870
09:43:01: 1,430
09:43:01: 1,540
09:43:01: 6,160
09:43:01: 3,520
09:43:01: 1,320
09:43:01: 305
09:43:01: 305
09:43:01: 305
09:43:01: 305
09:43:01: 265
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 1,270
09:43:01: 875
09:43:01: 560
09:43:01: 560
09:43:01: 560
09:43:01: 560
09:43:01: 560
09:43:01: 560
09:43:01: 560
09:43:01: 645
09:43:01: 435
09:43:01: 290
09:43:01: 290
09:43:01: 290
09:43:01: 290
09:43:01: 290
09:43:01: 290
09:43:01: 290
09:43:01: 345
09:43:01: 215
09:43:01: 1,525
09:43:01: 1,525
09:43:01: 1,525
09:43:01: 1,525
09:43:01: 1,525
09:43:01: 1,525
09:43:01: 1,265
09:43:01: 1,595
09:43:01: 1,645
09:43:01: 930
09:43:01: 930
09:43:01: 930
09:43:01: 930
09:43:01: 930
09:43:01: 930
09:43:01: 930
09:43:01: 1,045
09:43:01: 770
09:43:01: 510
09:43:01: 510
09:43:01: 510
09:43:01: 510
09:43:01: 510
09:43:01: 510
09:43:01: 510
09:43:01: 590
09:43:01: 390
09:43:01: 255
09:43:01: 255
09:43:01: 255
09:43:01: 255
09:43:01: 255
09:43:01: 255
09:43:01: 255
09:43:01: 300
09:43:01: 210
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 640
09:43:01: 495
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 640
09:43:01: 495
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 640
09:43:01: 495
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 605
09:43:01: 640
09:43:01: 495
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 435
09:43:01: 350
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 435
09:43:01: 350
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 435
09:43:01: 350
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 415
09:43:01: 435
09:43:01: 350
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 715
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 790
09:43:01: 995
09:43:01: 995
09:43:01: 995
09:43:01: 995
09:43:01: 785
09:43:01: 785
09:43:01: 785
09:43:01: 785
09:43:01: 14,730
09:43:01: 16,515
09:43:01: 16,515
09:43:01: 19,505
09:43:01: 11,535
09:43:01: 12,925
09:43:01: 12,925
09:43:01: 15,395
09:43:01: 8,590
09:43:01: 9,895
09:43:01: 9,895
09:43:01: 11,765
09:43:01: 6,595
09:43:01: 7,690
09:43:01: 7,690
09:43:01: 9,385
09:43:01: 4,840
09:43:01: 5,350
09:43:01: 5,350
09:43:01: 6,470
09:43:01: 3,810
09:43:01: 4,190
09:43:01: 4,190
09:43:01: 5,055
09:43:01: 4,375
09:43:01: 4,770
09:43:01: 4,770
09:43:01: 5,780
09:43:01: 3,415
09:43:01: 3,790
09:43:01: 3,790
09:43:01: 4,610
09:43:01: 2,395
09:43:01: 2,650
09:43:01: 2,650
09:43:01: 3,245
09:43:01: 1,865
09:43:01: 2,065
09:43:01: 2,065
09:43:01: 2,620
09:43:01: 1,530
09:43:01: 1,775
09:43:01: 1,775
09:43:01: 2,180
09:43:01: 1,255
09:43:01: 1,405
09:43:01: 1,405
09:43:01: 1,750
09:43:01: 2,180
09:43:01: 2,180
09:43:01: 2,180
09:43:01: 2,310
09:43:01: 3,080
09:43:01: 3,080
09:43:01: 3,080
09:43:01: 4,950
09:43:01: 1,090
09:43:01: 635
09:43:01: 635
09:43:01: 635
09:43:01: 635
09:43:01: 335
09:43:01: 335
09:43:01: 335
09:43:01: 335
09:43:01: 235
09:43:01: 235
09:43:01: 235
09:43:01: 235
09:43:01: 1,035
09:43:01: 1,035
09:43:01: 1,035
09:43:01: 505
09:43:01: 505
09:43:01: 505
09:43:01: 1,200
09:43:01: 1,200
09:43:01: 1,200
09:43:01: 985
09:43:01: 945
09:43:01: 1,535
09:43:01: 1,475
09:43:01: 3,515
09:43:01: 3,295
09:43:01: 4,235
09:43:01: 4,015
09:43:01: 3,285
09:43:01: 3,075
09:43:01: 2,050
09:43:01: 1,920
09:43:01: 1,810
09:43:01: 1,700
09:43:01: 1,645
09:43:01: 1,525
09:43:01: 1,535
09:43:01: 1,425
09:43:01: 2,310
09:43:01: 2,185
09:43:01: 2,230
09:43:01: 2,120
09:43:01: 2,145
09:43:01: 2,045
09:43:01: 3,190
09:43:01: 2,970
09:43:01: 1,425
09:43:01: 1,315
09:43:01: 435
09:43:01: 410
09:43:01: 400
09:43:01: 380
09:43:01: 340
09:43:01: 325
09:43:01: 3,960
09:43:01: 3,740
09:43:01: 3,190
09:43:01: 2,970
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 895
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 575
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 420
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 370
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 340
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 1,155
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 860
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 640
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 615
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 500
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 845
09:43:01: 845
09:43:01: 845
09:43:01: 845
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 325
09:43:01: 325
09:43:01: 325
09:43:01: 325
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 900
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 545
09:43:01: 2,195
09:43:01: 2,195
09:43:01: 2,195
09:43:01: 2,195
09:43:01: 995
09:43:01: 995
09:43:01: 995
09:43:01: 995
09:43:01: 360
09:43:01: 360
09:43:01: 360
09:43:01: 360
09:43:01: 995
09:43:01: 995
